20020101,7151620600,7.1516206
20020201,5653129700,5.6531297
20020301,5455813400,5.4558134
20020401,6191696062,6.191696062
20020501,6256248349,6.256248349
20020601,5827540500,5.8275405
20020701,6704791131,6.704791131
20020801,5697721199,5.697721199
20020901,6212243962,6.212243962
20021001,7216237555,7.216237555
20021101,6606834414,6.606834414
20021201,6602356513,6.602356513
20030101,6265777800,6.2657778
20030201,5802747598,5.802747598
20030301,5644568528,5.644568528
20030401,6435082051,6.435082051
20030501,820157747.4,6.344746214
20030601,6254410377,6.254410377
20030701,6755250806,6.755250806
20030801,6087917993,6.087917993
20030901,6610613630,6.61061363
20031001,6731509999,6.731509999
20031101,6531638966,6.531638966
20031201,5673428293,5.673428293
20040101,7078760248,7.078760248
20040201,5309075668,5.309075668
20040301,6967556000,6.967556
20040401,6987712859,6.987712859
20040501,2607830611,2.607830611
20040601,7183023087,7.183023087
20040701,7507965225,7.507965225
20040801,6991824900,6.9918249
20040901,6806137800,6.8061378
20041001,5961558954,5.961558954
20041101,6276298700,6.2762987
20041201,7110305768,7.110305768
20050101,6936359600,6.9363596
20050201,6479502020,6.47950202
20050301,6166035440,6.16603544
20050401,6159832008,6.159832008
20050501,6915766127,6.915766127
20050601,5771813890,5.77181389
20050701,6592964800,6.5929648
20050801,7092269368,7.092269368
20050901,6335030605,6.335030605
20051001,6569725901,6.569725901
20051101,6737153115,6.737153115
20051201,6968063000,6.968063
20060101,5755355330,5.75535533
20060201,6076535192,6.076535192
20060301,7137897652,7.137897652
20060401,6546893738,6.546893738
20060501,7063418315,7.063418315
20060601,6745869701,6.745869701
20060701,6047884020,6.04788402
20060801,7093777000,7.093777
20060901,6023324350,6.02332435
20061001,6897890900,6.8978909
20061101,6278348734,6.278348734
20061201,5535656314,5.535656314
20070101,6735162900,6.7351629
20070201,6478572200,6.4785722
20070301,6927725090,6.92772509
20070401,6392952775,6.392952775
20070501,7039301300,7.0393013
20070601,6227305210,6.22730521
20070701,7108065700,7.1080657
20070801,6152330578,6.152330578
20070901,6491827786,6.491827786
20071001,7795003668,7.795003668
20071101,6157657600,6.1576576
20071201,6243493300,6.2434933
20080101,11102463625,11.10246362
20080201,9060610632,9.060610632
20080301,9086838596,9.086838596
20080401,10369245530,10.36924553
20080501,9799190100,9.7991901
20080601,10027298109,10.02729811
20080701,11695436303,11.6954363
20080801,11931375600,11.9313756
20080901,11011427036,11.01142704
20081001,11137283265,11.13728326
20081101,9328361219,9.328361219
20081201,12823251140,12.82325114
20090101,11176583774,11.17658377
20090201,10263474410,10.26347441
20090301,10271419192,10.27141919
20090401,9889597791,9.889597791
20090501,10706724998,10.706725
20090601,9997522082,9.997522082
20090701,11732824100,11.7328241
